"Family","IsActive","Name","ProductCode","Product_Domain__c","Product_Level__c","RTL_Asset_Class__c","RTL_DATA_SOURCE__c","RTL_Issuer_Fund_House__c","RTL_PRODUCT_CODE__c","RTL_Product_Name_ENG__c","RTL_Product_Name_TH__c","RTL_Product_Short_Name_ENG__c","RTL_Product_Short_Name_TH__c","RTL_TMB_Product_Type__c","RTL_TMB_PROJECT_CD__c","SEQ_GRP__c","Sub_Family__c"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามบุคคลธรรมดา Death)","SIW02","","","","I1","","SIW02","TMB SME Life-WC + Death (I)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามบุคคลธรรมดา Death)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน - Auto Reapply (สมัครในนามบุคคลธรรมดา Death)","SIW03","","","","I1","","SIW03","TMB SME Life Auto Reapply -WC+ Death (I)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน - Auto Reapply (สมัครในนามบุคคลธรรมดา Death)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามบุคคลธรรมดา Death &TPD)","SIW05","","","","I1","","SIW05","TMB SME Life-WC + Death &TPD (I)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามบุคคลธรรมดา Death &TPD)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน - Auto Reapply(สมัครในนามบุคคลธรรมดา Death &TPD)","SIW06","","","","I1","","SIW06","TMB SME Life Auto Reapply -WC+ Death & TPD (I)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน - Auto Reapply(สมัครในนามบุคคลธรรมดา Death &TPD)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ ประเภทเงินกู้ (สมัครในนามนิติบุคคล Death)","SJT07","","","","I1","","SJT07","TMB SME Life-Loan + Death (J)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ ประเภทเงินกู้ (สมัครในนามนิติบุคคล Death)","","","","","6","CREDIT LIFE"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPA","","","","11","","BDPA","TMB BenefitPlus Loan - All Purposes Loan with Guarantor","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - มีบุคคลค้ำประกัน","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BAP2","","","","11","","BAP2","TMB BenefitPlus Loan - Pension Loan - Life Insurance with ING","สินเชื่อสวัสดิการเบี้ยหวัด / บำนาญ - กรณีทำประกันชีวิตกับ บมจ. ไอเอ็นจี ประกันชีวิต","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPJ","","","","11","","DGPJ","TMB Cash 2 go: X-Sell Close AC 24 mths( Limit > 300,000 Baht)","TMB Cash 2 go: X-Sell Close AC 24 mths( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPL","","","","11","","DGPL","TMB Cash 2 go: X-Sell Close AC <24 mths ( Limit 100,001 -300,000 Baht)","TMB Cash 2 go: X-Sell Close AC <24 mths ( Limit 100,001 -300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPQ","","","","11","","DGPQ","TMB Cash 2 go: X-Sell New RM <24 mths ( Limit <= 100,000 Baht)","TMB Cash 2 go: X-Sell New RM <24 mths ( Limit <= 100,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DOPP","","","","11","","DOPP","TMB Cash 2 go: X-Sell New RM 24 mths( Limit > 300,000 Baht)","TMB Cash 2 go: X-Sell New RM 24 mths( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPK","","","","11","","DGPK","TMB Cash 2 Go : TMB Active Customer (Income 15,000 -30,000 baht)","TMB Cash 2 Go : TMB Active Customer (Income 15,000 -30,000 baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPT","","","","11","","DGPT","TMB Cash 2 Go : TMB Active Customer (Income 10,000 - 12,000 baht) : Prescoring Program S/A","TMB Cash 2 Go : TMB Active Customer (Income 10,000 - 12,000 baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDP1","","","","11","","BDP1","TMB BenefitPlus Loan - All Purposes Loan - (N-1)","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - รับเงินเดือน 1 วันก่อนวันทำการสุดท้าย","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPV","","","","11","","DGPV","TMB Cash 2 Go : TMB Active 6 Green List Company (Income >=15,000 baht)","TMB Cash 2 Go : TMB Active 6 บริษัทจัดกลุ่มชั้นดี (Green List Company) (Income >=15,000 baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPX","","","","11","","DGPX","TMB Cash 2 Go (เพิ่มดอกเบี้ย1%): TMB Cash 2 Go Active Client 2 (Income THB 30,001 - 50,000) CPR + 4% = 22%","TMB Cash 2 Go (เพิ่มดอกเบี้ย1%): TMB Cash 2 Go Active Client 2 (Income THB 30,001 - 50,000) CPR + 4% = 22%","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPY","","","","11","","DGPY","TMB Cash 2 Go (เพิ่มดอกเบี้ย1%): TMB Cash 2 Go Active Client 3 (Income >=THB 50,001) CPR +2% = 20%","TMB Cash 2 Go (เพิ่มดอกเบี้ย1%): TMB Cash 2 Go Active Client 3 (Income >=THB 50,001) CPR +2% = 20%","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DEPK","","","","11","","DEPK","TMB Cash 2 Go Refinance General (Income THB 30,001 - 50,000) 10% first 12 ,months then CPR +4% = 22%","TMB Cash 2 Go Refinance General (Income THB 30,001 - 50,000) 10% first 12 ,months then CPR +4% = 22%","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BBPA","","","","11","","BBPA","TMB BenefitPlus Loan (Inheritance Pension)","สินเชื่อสวัสดิการบำเหน็จตกทอด ทีเอ็มบี","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPN","","","","11","","BDPN","TMB benefitPlus Loan Refinance","TMB BenefitPlus Loan Refinance (รับเงินเดือนก่อน 2 วัน)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPO","","","","11","","BDPO","TMB benefitPlus Loan Refinance","TMB BenefitPlus Loan Refinance (รับเงินเดือนก่อน 3 วัน)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPR","","","","11","","BDPR","TMB benefitPlus Loan Refinance","TMB BenefitPlus Loan Refinance (รับเงินเดือนก่อน 6 วัน)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPT","","","","11","","BDPT","TMB benefitPlus Loan Refinance","TMB BenefitPlus Loan Refinance (หักเงินนำส่งข้าราชการ / สถาบัน / ฯ)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BBPB","","","","11","","BBPB","TMB BenefitPlus Loan (Inheritance Pension)","สินเชื่อสวัสดิการบำเหน็จตกทอด ทีเอ็มบี","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BAPC","","","","11","","BAPC","Military Retired Pension Loan","เบี้ยหวัด/บำนาญข้าราชการทหาร","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBP8","","","","11","","DBP8","TMB Cash 2 Go Active Client 3 (Income THB 50,001 up)- FLOOD -Top up CPR + 2% = 20%","TMB Cash 2 Go Active Client 3 (Income THB 50,001 up)- FLOOD -Top up CPR + 2% = 20%","","","","","7","PERSONAL LOAN"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ ประเภทเงินกู้ (สมัครในนามนิติบุคคล Death &TPD)","SJT09","","","","I1","","SJT09","TMB SME Life-Loan + Death &TPD (J)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ ประเภทเงินกู้ (สมัครในนามนิติบุคคล Death &TPD)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามนิติบุคคล Death)","SJW08","","","","I1","","SJW08","TMB SME Life-WC + Death (J)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามนิติบุคคล Death)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามนิติบุคคล Death &TPD)","SJW10","","","","I1","","SJW10","TMB SME Life-WC + Death &TPD (J)","ทีเอ็มบี คุ้มครองสินเชื่อเพื่อธุรกิจ - ประเภทเชื่อหมุนเวียน (สมัครในนามนิติบุคคล Death &TPD)","","","","","6","CREDIT LIFE"
"LIFE INSURANCE","true","ทีเอ็มบี ทรัพย์นำสุข 15/7","En01","","","","I1","","En01","","ทีเอ็มบี ทรัพย์นำสุข 15/7","","","","","6","SAVING"
"LIFE INSURANCE","true","ทีเอ็มบี ทรัพย์นำสุข 15/7 (Revise1)","En02","","","","I1","","En02","","ทีเอ็มบี ทรัพย์นำสุข 15/7 (Revise1)","","","","","6","SAVING"
"LIFE INSURANCE","true","ทีเอ็มบี ทรัพย์นำสุข 15/7 (Revise2) : บันทึกข้อมูลตั้งแต่ 1 ก.ย. 50","En03","","","","I1","","En03","","ทีเอ็มบี ทรัพย์นำสุข 15/7 (Revise2) : บันทึกข้อมูลตั้งแต่ 1 ก.ย. 50","","","","","6","SAVING"
"LIFE INSURANCE","true","ทีเอ็มบี ทรัพย์นำสุข 12/6","En04","","","","I1","","En04","","ทีเอ็มบี ทรัพย์นำสุข 12/6","","","","","6","SAVING"
"LIFE INSURANCE","true","TMB Health Care for Management","GHM20","","","","I1","","GHM20","TMB Health Care for Management","TMB Health Care for Management","","","","","6","A&H"
"LIFE INSURANCE","true","TMB Health Care for Management (Tele)","GHM21","","","","I1","","GHM21","TMB Health Care for Management (Tele)","TMB Health Care for Management (Tele)","","","","","6","A&H"
"LIFE INSURANCE","true","ทีเอ็มบี ทวีสุข","Gp01","","","","I1","","Gp01","","ทีเอ็มบี ทวีสุข","","","","","6","SAVING"
"LIFE INSURANCE","true","ทีเอ็มบี ไลฟ์","L001","","","","I1","","L001","","ทีเอ็มบี ไลฟ์","","","","","6","A&H"
"NON LIFE INSURANCE","true","ทีเอ็มบี ประกันภัยรถยนต์ หายห่วง ชัวร์  (ประกันชั้น 1)","MT001","","","","I5","","MT001","","ทีเอ็มบี ประกันภัยรถยนต์ หายห่วง ชัวร์  (ประกันชั้น 1)","TMB Motor Insurance  Sure (1)","ประกันรถยนต์หายห่วงชัวร์ (ป.1)","","","6","MOTOR"
"NON LIFE INSURANCE","true","ทีเอ็มบี ประกันภัยรถยนต์ หายห่วง ชัวร์  (ประกันชั้น 2+)","MT002","","","","I5","","MT002","","ทีเอ็มบี ประกันภัยรถยนต์ หายห่วง ชัวร์  (ประกันชั้น 2+)","TMB Motor Insurance Sure (2+)","ประกันรถยนต์หายห่วงชัวร์ (2+)","","","6","MOTOR"
